Time,Airport,Altamount,Vashi,Virar,Malls
1,22.4,32.3,0,71.2,1
2,22.4,32.3,0,71.2,1
3,22.4,32.3,0,71.2,1
4,22.4,32.3,0,71.2,1
5,22.4,32.3,0,71.2,1
6,22.4,32.3,0,71.2,1
7,22.4,32.3,0,71.2,1
8,22.4,32.3,0,71.2,1
9,22.4,32.3,0,71.2,1
10,22.4,32.3,0,71.2,1
11,22.4,32.3,0,71.2,1
12,22.4,32.3,0,71.2,1
13,22.4,32.3,0,71.2,1
14,22.4,32.3,0,71.2,1
15,22.4,32.3,0,71.2,1
16,22.4,32.3,0,71.2,1
17,22.4,32.3,0,71.2,1
18,22.4,32.3,0,71.2,1
19,22.4,32.3,0,71.2,1
25,22.4,32.3,0,71.2,1
25,43.9,53.8,24,91.3,0
26,43.9,53.8,24,91.3,0
22,10.4,15.8,15.8,71.8,1
23,10.4,15.8,15.8,71.8,1
26,10.4,15.8,15.8,71.8,1
11,16,30.9,16.4,59,0
13,16,30.9,16.4,59,0
14,16,30.9,16.4,59,0
15,16,30.9,16.4,59,0
16,16,30.9,16.4,59,0
17,16,30.9,16.4,59,0
18,16,30.9,16.4,59,0
19,16,30.9,16.4,59,0
21,16,30.9,16.4,59,0
24,16,30.9,16.4,59,0
25,16,30.9,16.4,59,0
26,16,30.9,16.4,59,0
0,12.1,29.8,19.6,62.3,0
1,12.1,29.8,19.6,62.3,0
2,12.1,29.8,19.6,62.3,0
3,12.1,29.8,19.6,62.3,0
4,12.1,29.8,19.6,62.3,0
5,12.1,29.8,19.6,62.3,0
6,12.1,29.8,19.6,62.3,0
7,12.1,29.8,19.6,62.3,0
8,12.1,29.8,19.6,62.3,0
9,12.1,29.8,19.6,62.3,0
10,12.1,29.8,19.6,62.3,0
11,12.1,29.8,19.6,62.3,0
12,12.1,29.8,19.6,62.3,0
13,12.1,29.8,19.6,62.3,0
14,12.1,29.8,19.6,62.3,0
15,12.1,29.8,19.6,62.3,0
16,12.1,29.8,19.6,62.3,0
17,12.1,29.8,19.6,62.3,0
18,12.1,29.8,19.6,62.3,0
19,12.1,29.8,19.6,62.3,0
20,12.1,29.8,19.6,62.3,0
21,12.1,29.8,19.6,62.3,0
22,12.1,29.8,19.6,62.3,0
23,12.1,29.8,19.6,62.3,0
24,12.1,29.8,19.6,62.3,0
25,12.1,29.8,19.6,62.3,0
26,12.1,29.8,19.6,62.3,0
17,4.7,26.7,25.2,60.7,2
18,4.7,26.7,25.2,60.7,2
19,4.7,26.7,25.2,60.7,2
20,4.7,26.7,25.2,60.7,2
21,4.7,26.7,25.2,60.7,2
22,4.7,26.7,25.2,60.7,2
23,4.7,26.7,25.2,60.7,2
24,4.7,26.7,25.2,60.7,2
25,4.7,26.7,25.2,60.7,2
26,4.7,26.7,25.2,60.7,2
10,6.9,19,13.2,67.6,6
11,6.9,19,13.2,67.6,6
12,6.9,19,13.2,67.6,6
13,6.9,19,13.2,67.6,6
14,6.9,19,13.2,67.6,6
15,6.9,19,13.2,67.6,6
16,6.9,19,13.2,67.6,6
17,6.9,19,13.2,67.6,6
18,6.9,19,13.2,67.6,6
19,6.9,19,13.2,67.6,6
20,6.9,19,13.2,67.6,6
23,6.9,19,13.2,67.6,6
24,6.9,19,13.2,67.6,6
25,6.9,19,13.2,67.6,6
26,6.9,19,13.2,67.6,6
1,5.2,22.1,15.9,67.7,2
4,5.2,22.1,15.9,67.7,2
5,5.2,22.1,15.9,67.7,2
6,5.2,22.1,15.9,67.7,2
7,5.2,22.1,15.9,67.7,2
8,5.2,22.1,15.9,67.7,2
9,5.2,22.1,15.9,67.7,2
10,5.2,22.1,15.9,67.7,2
11,5.2,22.1,15.9,67.7,2
12,5.2,22.1,15.9,67.7,2
13,5.2,22.1,15.9,67.7,2
14,5.2,22.1,15.9,67.7,2
15,5.2,22.1,15.9,67.7,2
16,5.2,22.1,15.9,67.7,2
17,5.2,22.1,15.9,67.7,2
18,5.2,22.1,15.9,67.7,2
19,5.2,22.1,15.9,67.7,2
20,5.2,22.1,15.9,67.7,2
21,5.2,22.1,15.9,67.7,2
22,5.2,22.1,15.9,67.7,2
23,5.2,22.1,15.9,67.7,2
24,5.2,22.1,15.9,67.7,2
25,5.2,22.1,15.9,67.7,2
26,5.2,22.1,15.9,67.7,2
0,6.7,31.6,23.1,65.3,2
1,6.7,31.6,23.1,65.3,2
4,6.7,31.6,23.1,65.3,2
5,6.7,31.6,23.1,65.3,2
6,6.7,31.6,23.1,65.3,2
7,6.7,31.6,23.1,65.3,2
8,6.7,31.6,23.1,65.3,2
9,6.7,31.6,23.1,65.3,2
10,6.7,31.6,23.1,65.3,2
11,6.7,31.6,23.1,65.3,2
12,6.7,31.6,23.1,65.3,2
13,6.7,31.6,23.1,65.3,2
14,6.7,31.6,23.1,65.3,2
15,6.7,31.6,23.1,65.3,2
16,6.7,31.6,23.1,65.3,2
17,6.7,31.6,23.1,65.3,2
18,6.7,31.6,23.1,65.3,2
19,6.7,31.6,23.1,65.3,2
20,6.7,31.6,23.1,65.3,2
21,6.7,31.6,23.1,65.3,2
22,6.7,31.6,23.1,65.3,2
23,6.7,31.6,23.1,65.3,2
26,6.7,31.6,23.1,65.3,2
8,10.3,26.4,20.3,62.5,0
10,10.3,26.4,20.3,62.5,0
11,10.3,26.4,20.3,62.5,0
13,10.3,26.4,20.3,62.5,0
14,10.3,26.4,20.3,62.5,0
15,10.3,26.4,20.3,62.5,0
16,10.3,26.4,20.3,62.5,0
17,10.3,26.4,20.3,62.5,0
18,10.3,26.4,20.3,62.5,0
19,10.3,26.4,20.3,62.5,0
20,10.3,26.4,20.3,62.5,0
21,10.3,26.4,20.3,62.5,0
25,10.3,26.4,20.3,62.5,0
26,10.3,26.4,20.3,62.5,0
6,10.2,27.9,21.7,63.9,1
9,10.2,27.9,21.7,63.9,1
10,10.2,27.9,21.7,63.9,1
11,10.2,27.9,21.7,63.9,1
12,10.2,27.9,21.7,63.9,1
13,10.2,27.9,21.7,63.9,1
14,10.2,27.9,21.7,63.9,1
15,10.2,27.9,21.7,63.9,1
16,10.2,27.9,21.7,63.9,1
17,10.2,27.9,21.7,63.9,1
18,10.2,27.9,21.7,63.9,1
19,10.2,27.9,21.7,63.9,1
22,10.2,27.9,21.7,63.9,1
23,10.2,27.9,21.7,63.9,1
24,10.2,27.9,21.7,63.9,1
25,10.2,27.9,21.7,63.9,1
26,10.2,27.9,21.7,63.9,1
13,9.1,16.1,14.9,70.9,4
16,9.1,16.1,14.9,70.9,4
17,9.1,16.1,14.9,70.9,4
18,9.1,16.1,14.9,70.9,4
19,9.1,16.1,14.9,70.9,4
20,9.1,16.1,14.9,70.9,4
21,9.1,16.1,14.9,70.9,4
22,9.1,16.1,14.9,70.9,4
24,9.1,16.1,14.9,70.9,4
25,9.1,16.1,14.9,70.9,4
26,9.1,16.1,14.9,70.9,4
9,7.5,20.1,16.1,72.1,1
10,7.5,20.1,16.1,72.1,1
12,7.5,20.1,16.1,72.1,1
13,7.5,20.1,16.1,72.1,1
14,7.5,20.1,16.1,72.1,1
15,7.5,20.1,16.1,72.1,1
16,7.5,20.1,16.1,72.1,1
17,7.5,20.1,16.1,72.1,1
18,7.5,20.1,16.1,72.1,1
19,7.5,20.1,16.1,72.1,1
20,7.5,20.1,16.1,72.1,1
21,7.5,20.1,16.1,72.1,1
24,7.5,20.1,16.1,72.1,1
25,7.5,20.1,16.1,72.1,1
26,7.5,20.1,16.1,72.1,1
11,9,26.7,20.5,62.7,5
13,9,26.7,20.5,62.7,5
16,9,26.7,20.5,62.7,5
17,9,26.7,20.5,62.7,5
18,9,26.7,20.5,62.7,5
19,9,26.7,20.5,62.7,5
20,9,26.7,20.5,62.7,5
21,9,26.7,20.5,62.7,5
22,9,26.7,20.5,62.7,5
23,9,26.7,20.5,62.7,5
24,9,26.7,20.5,62.7,5
25,9,26.7,20.5,62.7,5
26,9,26.7,20.5,62.7,5
0,17.7,32.6,18.1,56.4,2
1,17.7,32.6,18.1,56.4,2
2,17.7,32.6,18.1,56.4,2
3,17.7,32.6,18.1,56.4,2
4,17.7,32.6,18.1,56.4,2
5,17.7,32.6,18.1,56.4,2
6,17.7,32.6,18.1,56.4,2
7,17.7,32.6,18.1,56.4,2
8,17.7,32.6,18.1,56.4,2
9,17.7,32.6,18.1,56.4,2
10,17.7,32.6,18.1,56.4,2
11,17.7,32.6,18.1,56.4,2
12,17.7,32.6,18.1,56.4,2
13,17.7,32.6,18.1,56.4,2
14,17.7,32.6,18.1,56.4,2
15,17.7,32.6,18.1,56.4,2
16,17.7,32.6,18.1,56.4,2
17,17.7,32.6,18.1,56.4,2
18,17.7,32.6,18.1,56.4,2
19,17.7,32.6,18.1,56.4,2
22,17.7,32.6,18.1,56.4,2
23,17.7,32.6,18.1,56.4,2
24,17.7,32.6,18.1,56.4,2
25,17.7,32.6,18.1,56.4,2
26,17.7,32.6,18.1,56.4,2
0,17.7,32.6,15.1,57.9,0
1,17.7,32.6,15.1,57.9,0
2,17.7,32.6,15.1,57.9,0
3,17.7,32.6,15.1,57.9,0
4,17.7,32.6,15.1,57.9,0
5,17.7,32.6,15.1,57.9,0
6,17.7,32.6,15.1,57.9,0
7,17.7,32.6,15.1,57.9,0
8,17.7,32.6,15.1,57.9,0
9,17.7,32.6,15.1,57.9,0
10,17.7,32.6,15.1,57.9,0
11,17.7,32.6,15.1,57.9,0
12,17.7,32.6,15.1,57.9,0
13,17.7,32.6,15.1,57.9,0
14,17.7,32.6,15.1,57.9,0
15,17.7,32.6,15.1,57.9,0
16,17.7,32.6,15.1,57.9,0
17,17.7,32.6,15.1,57.9,0
18,17.7,32.6,15.1,57.9,0
19,17.7,32.6,15.1,57.9,0
20,17.7,32.6,15.1,57.9,0
22,17.7,32.6,15.1,57.9,0
23,17.7,32.6,15.1,57.9,0
24,17.7,32.6,15.1,57.9,0
25,17.7,32.6,15.1,57.9,0
26,17.7,32.6,15.1,57.9,0
0,17.7,32.6,18.1,56.4,2
1,17.7,32.6,18.1,56.4,2
2,17.7,32.6,18.1,56.4,2
3,17.7,32.6,18.1,56.4,2
4,17.7,32.6,18.1,56.4,2
5,17.7,32.6,18.1,56.4,2
6,17.7,32.6,18.1,56.4,2
7,17.7,32.6,18.1,56.4,2
8,17.7,32.6,18.1,56.4,2
9,17.7,32.6,18.1,56.4,2
10,17.7,32.6,18.1,56.4,2
11,17.7,32.6,18.1,56.4,2
12,17.7,32.6,18.1,56.4,2
13,17.7,32.6,18.1,56.4,2
14,17.7,32.6,18.1,56.4,2
15,17.7,32.6,18.1,56.4,2
16,17.7,32.6,18.1,56.4,2
17,17.7,32.6,18.1,56.4,2
18,17.7,32.6,18.1,56.4,2
19,17.7,32.6,18.1,56.4,2
20,17.7,32.6,18.1,56.4,2
21,17.7,32.6,18.1,56.4,2
22,17.7,32.6,18.1,56.4,2
23,17.7,32.6,18.1,56.4,2
24,17.7,32.6,18.1,56.4,2
25,17.7,32.6,18.1,56.4,2
26,17.7,32.6,18.1,56.4,2
23,17.3,32.2,17.7,57,3
25,17.3,32.2,17.7,57,3
0,5.7,30.3,24.1,59.6,3
1,5.7,30.3,24.1,59.6,3
2,5.7,30.3,24.1,59.6,3
3,5.7,30.3,24.1,59.6,3
4,5.7,30.3,24.1,59.6,3
5,5.7,30.3,24.1,59.6,3
6,5.7,30.3,24.1,59.6,3
7,5.7,30.3,24.1,59.6,3
8,5.7,30.3,24.1,59.6,3
9,5.7,30.3,24.1,59.6,3
10,5.7,30.3,24.1,59.6,3
11,5.7,30.3,24.1,59.6,3
12,5.7,30.3,24.1,59.6,3
13,5.7,30.3,24.1,59.6,3
14,5.7,30.3,24.1,59.6,3
15,5.7,30.3,24.1,59.6,3
16,5.7,30.3,24.1,59.6,3
17,5.7,30.3,24.1,59.6,3
18,5.7,30.3,24.1,59.6,3
19,5.7,30.3,24.1,59.6,3
20,5.7,30.3,24.1,59.6,3
21,5.7,30.3,24.1,59.6,3
22,5.7,30.3,24.1,59.6,3
23,5.7,30.3,24.1,59.6,3
24,5.7,30.3,24.1,59.6,3
25,5.7,30.3,24.1,59.6,3
26,5.7,30.3,24.1,59.6,3
17,4.8,26.8,25.1,60.6,0
18,4.8,26.8,25.1,60.6,0
22,4.8,26.8,25.1,60.6,0
23,4.8,26.8,25.1,60.6,0
24,4.8,26.8,25.1,60.6,0
25,4.8,26.8,25.1,60.6,0
26,4.8,26.8,25.1,60.6,0
20,10.2,26.3,20.2,62.3,0
21,10.2,26.3,20.2,62.3,0
22,10.2,26.3,20.2,62.3,0
23,10.2,26.3,20.2,62.3,0
24,10.2,26.3,20.2,62.3,0
25,10.2,26.3,20.2,62.3,0
26,10.2,26.3,20.2,62.3,0
4,9.6,12.5,18.8,67.7,0
5,9.6,12.5,18.8,67.7,0
8,9.6,12.5,18.8,67.7,0
10,9.6,12.5,18.8,67.7,0
11,9.6,12.5,18.8,67.7,0
12,9.6,12.5,18.8,67.7,0
13,9.6,12.5,18.8,67.7,0
14,9.6,12.5,18.8,67.7,0
15,9.6,12.5,18.8,67.7,0
16,9.6,12.5,18.8,67.7,0
17,9.6,12.5,18.8,67.7,0
18,9.6,12.5,18.8,67.7,0
19,9.6,12.5,18.8,67.7,0
25,9.6,12.5,18.8,67.7,0
23,8.6,13.1,18.2,66.8,0
25,8.6,13.1,18.2,66.8,0
26,8.6,13.1,18.2,66.8,0
11,10.2,17.7,13.5,69.3,0
12,10.2,17.7,13.5,69.3,0
14,10.2,17.7,13.5,69.3,0
15,10.2,17.7,13.5,69.3,0
16,10.2,17.7,13.5,69.3,0
20,10.2,17.7,13.5,69.3,0
21,10.2,17.7,13.5,69.3,0
22,10.2,17.7,13.5,69.3,0
23,10.2,17.7,13.5,69.3,0
24,10.2,17.7,13.5,69.3,0
25,10.2,17.7,13.5,69.3,0
26,10.2,17.7,13.5,69.3,0
25,10.3,22.9,13.7,69.2,4
11,17.1,24.5,18.3,66.1,2
13,17.1,24.5,18.3,66.1,2
14,17.1,24.5,18.3,66.1,2
15,17.1,24.5,18.3,66.1,2
16,17.1,24.5,18.3,66.1,2
17,17.1,24.5,18.3,66.1,2
18,17.1,24.5,18.3,66.1,2
19,17.1,24.5,18.3,66.1,2
20,17.1,24.5,18.3,66.1,2
21,17.1,24.5,18.3,66.1,2
24,17.1,24.5,18.3,66.1,2
25,17.1,24.5,18.3,66.1,2
7,17.1,24.5,18.3,66.1,1
9,17.1,24.5,18.3,66.1,1
11,17.1,24.5,18.3,66.1,1
12,17.1,24.5,18.3,66.1,1
14,17.1,24.5,18.3,66.1,1
15,17.1,24.5,18.3,66.1,1
16,17.1,24.5,18.3,66.1,1
17,17.1,24.5,18.3,66.1,1
18,17.1,24.5,18.3,66.1,1
19,17.1,24.5,18.3,66.1,1
22,17.1,24.5,18.3,66.1,1
23,17.1,24.5,18.3,66.1,1
24,17.1,24.5,18.3,66.1,1
25,17.1,24.5,18.3,66.1,1
26,17.1,24.5,18.3,66.1,1
23,12.9,18.2,17.5,74.3,1
24,12.9,18.2,17.5,74.3,1
25,12.9,18.2,17.5,74.3,1
26,12.9,18.2,17.5,74.3,1
24,16.7,7.3,25.1,85,0
5,14.1,19.5,14,77,2
6,14.1,19.5,14,77,2
7,14.1,19.5,14,77,2
8,14.1,19.5,14,77,2
9,14.1,19.5,14,77,2
10,14.1,19.5,14,77,2
11,14.1,19.5,14,77,2
12,14.1,19.5,14,77,2
13,14.1,19.5,14,77,2
14,14.1,19.5,14,77,2
15,14.1,19.5,14,77,2
16,14.1,19.5,14,77,2
17,14.1,19.5,14,77,2
18,14.1,19.5,14,77,2
19,14.1,19.5,14,77,2
20,14.1,19.5,14,77,2
21,14.1,19.5,14,77,2
22,14.1,19.5,14,77,2
23,14.1,19.5,14,77,2
24,14.1,19.5,14,77,2
25,14.1,19.5,14,77,2
0,14.1,19.5,14,77,2
1,14.1,19.5,14,77,2
2,14.1,19.5,14,77,2
3,14.1,19.5,14,77,2
4,14.1,19.5,14,77,2
5,14.1,19.5,14,77,2
6,14.1,19.5,14,77,2
7,14.1,19.5,14,77,2
8,14.1,19.5,14,77,2
9,14.1,19.5,14,77,2
10,14.1,19.5,14,77,2
11,14.1,19.5,14,77,2
12,14.1,19.5,14,77,2
13,14.1,19.5,14,77,2
14,14.1,19.5,14,77,2
15,14.1,19.5,14,77,2
16,14.1,19.5,14,77,2
17,14.1,19.5,14,77,2
18,14.1,19.5,14,77,2
19,14.1,19.5,14,77,2
20,14.1,19.5,14,77,2
21,14.1,19.5,14,77,2
22,14.1,19.5,14,77,2
23,14.1,19.5,14,77,2
0,10.1,17.5,12.1,69.5,1
1,10.1,17.5,12.1,69.5,1
2,10.1,17.5,12.1,69.5,1
14,10.1,17.5,12.1,69.5,1
20,10.1,17.5,12.1,69.5,1
23,10.1,17.5,12.1,69.5,1
26,10.1,17.5,12.1,69.5,1
5,13.1,23.3,11.3,71,0
6,13.1,23.3,11.3,71,0
7,13.1,23.3,11.3,71,0
9,13.1,23.3,11.3,71,0
10,13.1,23.3,11.3,71,0
11,13.1,23.3,11.3,71,0
12,13.1,23.3,11.3,71,0
13,13.1,23.3,11.3,71,0
14,13.1,23.3,11.3,71,0
15,13.1,23.3,11.3,71,0
16,13.1,23.3,11.3,71,0
18,13.1,23.3,11.3,71,0
19,13.1,23.3,11.3,71,0
20,13.1,23.3,11.3,71,0
21,13.1,23.3,11.3,71,0
22,13.1,23.3,11.3,71,0
23,13.1,23.3,11.3,71,0
24,13.1,23.3,11.3,71,0
25,13.1,23.3,11.3,71,0
26,13.1,23.3,11.3,71,0
11,13.7,24.3,10.9,70.3,1
13,13.7,24.3,10.9,70.3,1
14,13.7,24.3,10.9,70.3,1
18,13.7,24.3,10.9,70.3,1
22,13.7,24.3,10.9,70.3,1
26,13.7,24.3,10.9,70.3,1
24,10.5,14.4,17.3,73.3,0
25,10.5,14.4,17.3,73.3,0
26,10.5,14.4,17.3,73.3,0
22,16.7,7.3,23.7,83.6,1
25,16.7,7.3,23.7,83.6,1
10,10.2,17.7,13.5,69.3,0
11,10.2,17.7,13.5,69.3,0
12,10.2,17.7,13.5,69.3,0
14,10.2,17.7,13.5,69.3,0
15,10.2,17.7,13.5,69.3,0
16,10.2,17.7,13.5,69.3,0
17,10.2,17.7,13.5,69.3,0
18,10.2,17.7,13.5,69.3,0
19,10.2,17.7,13.5,69.3,0
20,10.2,17.7,13.5,69.3,0
21,10.2,17.7,13.5,69.3,0
22,10.2,17.7,13.5,69.3,0
23,10.2,17.7,13.5,69.3,0
24,10.2,17.7,13.5,69.3,0
25,10.2,17.7,13.5,69.3,0
26,10.2,17.7,13.5,69.3,0
0,14.9,12.6,21.8,81.7,1
1,14.9,12.6,21.8,81.7,1
2,14.9,12.6,21.8,81.7,1
3,14.9,12.6,21.8,81.7,1
4,14.9,12.6,21.8,81.7,1
5,14.9,12.6,21.8,81.7,1
6,14.9,12.6,21.8,81.7,1
7,14.9,12.6,21.8,81.7,1
8,14.9,12.6,21.8,81.7,1
9,14.9,12.6,21.8,81.7,1
10,14.9,12.6,21.8,81.7,1
11,14.9,12.6,21.8,81.7,1
12,14.9,12.6,21.8,81.7,1
13,14.9,12.6,21.8,81.7,1
14,14.9,12.6,21.8,81.7,1
15,14.9,12.6,21.8,81.7,1
16,14.9,12.6,21.8,81.7,1
17,14.9,12.6,21.8,81.7,1
18,14.9,12.6,21.8,81.7,1
19,14.9,12.6,21.8,81.7,1
21,14.9,12.6,21.8,81.7,1
22,14.9,12.6,21.8,81.7,1
23,14.9,12.6,21.8,81.7,1
24,14.9,12.6,21.8,81.7,1
25,14.9,12.6,21.8,81.7,1
26,14.9,12.6,21.8,81.7,1
19,13.3,10.6,19.8,79.8,1
20,13.3,10.6,19.8,79.8,1
21,13.3,10.6,19.8,79.8,1
22,13.3,10.6,19.8,79.8,1
23,13.3,10.6,19.8,79.8,1
24,13.3,10.6,19.8,79.8,1
25,13.3,10.6,19.8,79.8,1
26,13.3,10.6,19.8,79.8,1
22,11.2,10.5,19.1,69.4,0
24,11.2,10.5,19.1,69.4,0
25,11.2,10.5,19.1,69.4,0
20,16.8,4.4,27.6,74.9,2
21,16.8,4.4,27.6,74.9,2
22,16.8,4.4,27.6,74.9,2
7,18.8,0,29.3,77,0
9,18.8,0,29.3,77,0
10,18.8,0,29.3,77,0
13,18.8,0,29.3,77,0
16,18.8,0,29.3,77,0
19,18.8,0,29.3,77,0
24,18.8,0,29.3,77,0
25,18.8,0,29.3,77,0
26,18.8,0,29.3,77,0
7,18.8,1.4,29.5,77,1
9,18.8,1.4,29.5,77,1
10,18.8,1.4,29.5,77,1
12,18.8,1.4,29.5,77,1
13,18.8,1.4,29.5,77,1
14,18.8,1.4,29.5,77,1
15,18.8,1.4,29.5,77,1
16,18.8,1.4,29.5,77,1
18,18.8,1.4,29.5,77,1
19,18.8,1.4,29.5,77,1
25,18.8,1.4,29.5,77,1
15,23.4,5.2,28.8,81,2
16,23.4,5.2,28.8,81,2
18,23.4,5.2,28.8,81,2
20,23.4,5.2,28.8,81,2
21,23.4,5.2,28.8,81,2
22,23.4,5.2,28.8,81,2
23,23.4,5.2,28.8,81,2
25,23.4,5.2,28.8,81,2
26,23.4,5.2,28.8,81,2
1,26.5,8.9,31.4,91.3,4
2,26.5,8.9,31.4,91.3,4
7,26.5,8.9,31.4,91.3,4
8,26.5,8.9,31.4,91.3,4
9,26.5,8.9,31.4,91.3,4
10,26.5,8.9,31.4,91.3,4
11,26.5,8.9,31.4,91.3,4
12,26.5,8.9,31.4,91.3,4
13,26.5,8.9,31.4,91.3,4
14,26.5,8.9,31.4,91.3,4
15,26.5,8.9,31.4,91.3,4
16,26.5,8.9,31.4,91.3,4
17,26.5,8.9,31.4,91.3,4
18,26.5,8.9,31.4,91.3,4
19,26.5,8.9,31.4,91.3,4
23,26.5,8.9,31.4,91.3,4
24,26.5,8.9,31.4,91.3,4
26,26.5,8.9,31.4,91.3,4
1,25.6,8,30.5,90.5,1
2,25.6,8,30.5,90.5,1
4,25.6,8,30.5,90.5,1
6,25.6,8,30.5,90.5,1
7,25.6,8,30.5,90.5,1
9,25.6,8,30.5,90.5,1
10,25.6,8,30.5,90.5,1
11,25.6,8,30.5,90.5,1
12,25.6,8,30.5,90.5,1
13,25.6,8,30.5,90.5,1
14,25.6,8,30.5,90.5,1
15,25.6,8,30.5,90.5,1
16,25.6,8,30.5,90.5,1
17,25.6,8,30.5,90.5,1
18,25.6,8,30.5,90.5,1
19,25.6,8,30.5,90.5,1
20,25.6,8,30.5,90.5,1
21,25.6,8,30.5,90.5,1
22,25.6,8,30.5,90.5,1
23,25.6,8,30.5,90.5,1
24,25.6,8,30.5,90.5,1
26,25.6,8,30.5,90.5,1
20,9.8,8.9,21.4,69.1,3
21,9.8,8.9,21.4,69.1,3
22,9.8,8.9,21.4,69.1,3
23,9.8,8.9,21.4,69.1,3
24,9.8,8.9,21.4,69.1,3
25,9.8,8.9,21.4,69.1,3
26,9.8,8.9,21.4,69.1,3
4,12.2,8.5,22.1,70.3,2
7,12.2,8.5,22.1,70.3,2
8,12.2,8.5,22.1,70.3,2
9,12.2,8.5,22.1,70.3,2
10,12.2,8.5,22.1,70.3,2
12,12.2,8.5,22.1,70.3,2
13,12.2,8.5,22.1,70.3,2
14,12.2,8.5,22.1,70.3,2
15,12.2,8.5,22.1,70.3,2
16,12.2,8.5,22.1,70.3,2
17,12.2,8.5,22.1,70.3,2
18,12.2,8.5,22.1,70.3,2
19,12.2,8.5,22.1,70.3,2
20,12.2,8.5,22.1,70.3,2
21,12.2,8.5,22.1,70.3,2
22,12.2,8.5,22.1,70.3,2
24,12.2,8.5,22.1,70.3,2
25,12.2,8.5,22.1,70.3,2
26,12.2,8.5,22.1,70.3,2
0,9.7,8.8,22.1,67.8,2
1,9.7,8.8,22.1,67.8,2
2,9.7,8.8,22.1,67.8,2
3,9.7,8.8,22.1,67.8,2
4,9.7,8.8,22.1,67.8,2
5,9.7,8.8,22.1,67.8,2
6,9.7,8.8,22.1,67.8,2
7,9.7,8.8,22.1,67.8,2
8,9.7,8.8,22.1,67.8,2
9,9.7,8.8,22.1,67.8,2
10,9.7,8.8,22.1,67.8,2
11,9.7,8.8,22.1,67.8,2
12,9.7,8.8,22.1,67.8,2
13,9.7,8.8,22.1,67.8,2
14,9.7,8.8,22.1,67.8,2
15,9.7,8.8,22.1,67.8,2
16,9.7,8.8,22.1,67.8,2
17,9.7,8.8,22.1,67.8,2
18,9.7,8.8,22.1,67.8,2
19,9.7,8.8,22.1,67.8,2
20,9.7,8.8,22.1,67.8,2
21,9.7,8.8,22.1,67.8,2
22,9.7,8.8,22.1,67.8,2
23,9.7,8.8,22.1,67.8,2
24,9.7,8.8,22.1,67.8,2
25,9.7,8.8,22.1,67.8,2
26,9.7,8.8,22.1,67.8,2
0,13,7.2,24,72.3,3
1,13,7.2,24,72.3,3
2,13,7.2,24,72.3,3
4,13,7.2,24,72.3,3
5,13,7.2,24,72.3,3
6,13,7.2,24,72.3,3
7,13,7.2,24,72.3,3
8,13,7.2,24,72.3,3
9,13,7.2,24,72.3,3
10,13,7.2,24,72.3,3
11,13,7.2,24,72.3,3
12,13,7.2,24,72.3,3
13,13,7.2,24,72.3,3
14,13,7.2,24,72.3,3
15,13,7.2,24,72.3,3
16,13,7.2,24,72.3,3
17,13,7.2,24,72.3,3
18,13,7.2,24,72.3,3
19,13,7.2,24,72.3,3
20,13,7.2,24,72.3,3
21,13,7.2,24,72.3,3
22,13,7.2,24,72.3,3
23,13,7.2,24,72.3,3
25,13,7.2,24,72.3,3
3,16.8,3.3,31.9,73.9,3
4,16.8,3.3,31.9,73.9,3
5,16.8,3.3,31.9,73.9,3
6,16.8,3.3,31.9,73.9,3
7,16.8,3.3,31.9,73.9,3
8,16.8,3.3,31.9,73.9,3
9,16.8,3.3,31.9,73.9,3
10,16.8,3.3,31.9,73.9,3
11,16.8,3.3,31.9,73.9,3
12,16.8,3.3,31.9,73.9,3
13,16.8,3.3,31.9,73.9,3
14,16.8,3.3,31.9,73.9,3
15,16.8,3.3,31.9,73.9,3
16,16.8,3.3,31.9,73.9,3
17,16.8,3.3,31.9,73.9,3
18,16.8,3.3,31.9,73.9,3
19,16.8,3.3,31.9,73.9,3
20,16.8,3.3,31.9,73.9,3
21,16.8,3.3,31.9,73.9,3
22,16.8,3.3,31.9,73.9,3
23,16.8,3.3,31.9,73.9,3
24,16.8,3.3,31.9,73.9,3
25,16.8,3.3,31.9,73.9,3
26,16.8,3.3,31.9,73.9,3
10,20,2.3,30.5,78.1,1
13,20,2.3,30.5,78.1,1
15,20,2.3,30.5,78.1,1
16,20,2.3,30.5,78.1,1
17,20,2.3,30.5,78.1,1
18,20,2.3,30.5,78.1,1
19,20,2.3,30.5,78.1,1
20,20,2.3,30.5,78.1,1
21,20,2.3,30.5,78.1,1
22,20,2.3,30.5,78.1,1
23,20,2.3,30.5,78.1,1
24,20,2.3,30.5,78.1,1
25,20,2.3,30.5,78.1,1
26,20,2.3,30.5,78.1,1
8,9.6,12.4,19.4,67.7,1
11,9.6,12.4,19.4,67.7,1
12,9.6,12.4,19.4,67.7,1
13,9.6,12.4,19.4,67.7,1
14,9.6,12.4,19.4,67.7,1
15,9.6,12.4,19.4,67.7,1
16,9.6,12.4,19.4,67.7,1
17,9.6,12.4,19.4,67.7,1
18,9.6,12.4,19.4,67.7,1
19,9.6,12.4,19.4,67.7,1
20,9.6,12.4,19.4,67.7,1
21,9.6,12.4,19.4,67.7,1
22,9.6,12.4,19.4,67.7,1
23,9.6,12.4,19.4,67.7,1
24,9.6,12.4,19.4,67.7,1
25,9.6,12.4,19.4,67.7,1
26,9.6,12.4,19.4,67.7,1
