Time,Airport,Altamount,Vashi,Virar,Malls
24,20.8,35.6,16.9,52,2
25,20.8,35.6,16.9,52,2
26,20.8,35.6,16.9,52,2
21,22.2,37.1,22.5,51.2,0
22,22.2,37.1,22.5,51.2,0
23,22.2,37.1,22.5,51.2,0
24,22.2,37.1,22.5,51.2,0
25,22.2,37.1,22.5,51.2,0
26,22.2,37.1,22.5,51.2,0
8,23.5,38.4,23.8,48.9,1
9,23.5,38.4,23.8,48.9,1
10,23.5,38.4,23.8,48.9,1
11,23.5,38.4,23.8,48.9,1
12,23.5,38.4,23.8,48.9,1
13,23.5,38.4,23.8,48.9,1
14,23.5,38.4,23.8,48.9,1
15,23.5,38.4,23.8,48.9,1
16,23.5,38.4,23.8,48.9,1
17,23.5,38.4,23.8,48.9,1
18,23.5,38.4,23.8,48.9,1
19,23.5,38.4,23.8,48.9,1
20,23.5,38.4,23.8,48.9,1
21,23.5,38.4,23.8,48.9,1
22,23.5,38.4,23.8,48.9,1
23,23.5,38.4,23.8,48.9,1
24,23.5,38.4,23.8,48.9,1
25,23.5,38.4,23.8,48.9,1
26,23.5,38.4,23.8,48.9,1
25,23.3,38.2,23.7,51.6,1
26,23.3,38.2,23.7,51.6,1
8,375,1.8,32.8,47.6,0
9,375,1.8,32.8,47.6,0
10,375,1.8,32.8,47.6,0
11,375,1.8,32.8,47.6,0
12,375,1.8,32.8,47.6,0
13,375,1.8,32.8,47.6,0
14,375,1.8,32.8,47.6,0
15,375,1.8,32.8,47.6,0
16,375,1.8,32.8,47.6,0
17,375,1.8,32.8,47.6,0
18,375,1.8,32.8,47.6,0
19,375,1.8,32.8,47.6,0
20,375,1.8,32.8,47.6,0
21,375,1.8,32.8,47.6,0
22,375,1.8,32.8,47.6,0
23,375,1.8,32.8,47.6,0
24,375,1.8,32.8,47.6,0
25,375,1.8,32.8,47.6,0
26,375,1.8,32.8,47.6,0
0,28,46.8,36.1,37.8,0
1,28,46.8,36.1,37.8,0
2,28,46.8,36.1,37.8,0
3,28,46.8,36.1,37.8,0
4,28,46.8,36.1,37.8,0
5,28,46.8,36.1,37.8,0
6,28,46.8,36.1,37.8,0
7,28,46.8,36.1,37.8,0
8,28,46.8,36.1,37.8,0
9,28,46.8,36.1,37.8,0
10,28,46.8,36.1,37.8,0
11,28,46.8,36.1,37.8,0
12,28,46.8,36.1,37.8,0
13,28,46.8,36.1,37.8,0
14,28,46.8,36.1,37.8,0
15,28,46.8,36.1,37.8,0
16,28,46.8,36.1,37.8,0
17,28,46.8,36.1,37.8,0
18,28,46.8,36.1,37.8,0
19,28,46.8,36.1,37.8,0
20,28,46.8,36.1,37.8,0
21,28,46.8,36.1,37.8,0
22,28,46.8,36.1,37.8,0
23,28,46.8,36.1,37.8,0
24,28,46.8,36.1,37.8,0
25,28,46.8,36.1,37.8,0
26,28,46.8,36.1,37.8,0
0,37.6,42.7,28.2,47.4,1
1,37.6,42.7,28.2,47.4,1
2,37.6,42.7,28.2,47.4,1
3,37.6,42.7,28.2,47.4,1
4,37.6,42.7,28.2,47.4,1
5,37.6,42.7,28.2,47.4,1
6,37.6,42.7,28.2,47.4,1
7,37.6,42.7,28.2,47.4,1
8,37.6,42.7,28.2,47.4,1
9,37.6,42.7,28.2,47.4,1
10,37.6,42.7,28.2,47.4,1
11,37.6,42.7,28.2,47.4,1
12,37.6,42.7,28.2,47.4,1
13,37.6,42.7,28.2,47.4,1
14,37.6,42.7,28.2,47.4,1
15,37.6,42.7,28.2,47.4,1
16,37.6,42.7,28.2,47.4,1
17,37.6,42.7,28.2,47.4,1
18,37.6,42.7,28.2,47.4,1
19,37.6,42.7,28.2,47.4,1
20,37.6,42.7,28.2,47.4,1
21,37.6,42.7,28.2,47.4,1
22,37.6,42.7,28.2,47.4,1
23,37.6,42.7,28.2,47.4,1
24,37.6,42.7,28.2,47.4,1
2,24.8,39.7,25.2,48.7,0
3,24.8,39.7,25.2,48.7,0
4,24.8,39.7,25.2,48.7,0
5,24.8,39.7,25.2,48.7,0
6,24.8,39.7,25.2,48.7,0
7,24.8,39.7,25.2,48.7,0
8,24.8,39.7,25.2,48.7,0
9,24.8,39.7,25.2,48.7,0
10,24.8,39.7,25.2,48.7,0
11,24.8,39.7,25.2,48.7,0
12,24.8,39.7,25.2,48.7,0
13,24.8,39.7,25.2,48.7,0
14,24.8,39.7,25.2,48.7,0
15,24.8,39.7,25.2,48.7,0
16,24.8,39.7,25.2,48.7,0
17,24.8,39.7,25.2,48.7,0
18,24.8,39.7,25.2,48.7,0
19,24.8,39.7,25.2,48.7,0
21,24.8,39.7,25.2,48.7,0
22,24.8,39.7,25.2,48.7,0
16,28.4,43.3,23.4,54.9,0
17,28.4,43.3,23.4,54.9,0
18,28.4,43.3,23.4,54.9,0
19,28.4,43.3,23.4,54.9,0
20,28.4,43.3,23.4,54.9,0
21,28.4,43.3,23.4,54.9,0
22,28.4,43.3,23.4,54.9,0
24,28.4,43.3,23.4,54.9,0
25,28.4,43.3,23.4,54.9,0
26,28.4,43.3,23.4,54.9,0
8,25.7,40.6,18.2,54,0
11,25.7,40.6,18.2,54,0
13,25.7,40.6,18.2,54,0
14,25.7,40.6,18.2,54,0
15,25.7,40.6,18.2,54,0
16,25.7,40.6,18.2,54,0
17,25.7,40.6,18.2,54,0
18,25.7,40.6,18.2,54,0
19,25.7,40.6,18.2,54,0
20,25.7,40.6,18.2,54,0
21,25.7,40.6,18.2,54,0
22,25.7,40.6,18.2,54,0
23,25.7,40.6,18.2,54,0
24,25.7,40.6,18.2,54,0
25,25.7,40.6,18.2,54,0
26,25.7,40.6,18.2,54,0
8,24,38.4,19.4,48.9,0
9,24,38.4,19.4,48.9,0
10,24,38.4,19.4,48.9,0
11,24,38.4,19.4,48.9,0
12,24,38.4,19.4,48.9,0
13,24,38.4,19.4,48.9,0
14,24,38.4,19.4,48.9,0
15,24,38.4,19.4,48.9,0
16,24,38.4,19.4,48.9,0
17,24,38.4,19.4,48.9,0
18,24,38.4,19.4,48.9,0
19,24,38.4,19.4,48.9,0
20,24,38.4,19.4,48.9,0
21,24,38.4,19.4,48.9,0
22,24,38.4,19.4,48.9,0
23,24,38.4,19.4,48.9,0
24,24,38.4,19.4,48.9,0
25,24,38.4,19.4,48.9,0
26,24,38.4,19.4,48.9,0
1,34,43.8,29.3,43.8,1
3,34,43.8,29.3,43.8,1
4,34,43.8,29.3,43.8,1
5,34,43.8,29.3,43.8,1
6,34,43.8,29.3,43.8,1
7,34,43.8,29.3,43.8,1
8,34,43.8,29.3,43.8,1
9,34,43.8,29.3,43.8,1
10,34,43.8,29.3,43.8,1
11,34,43.8,29.3,43.8,1
12,34,43.8,29.3,43.8,1
13,34,43.8,29.3,43.8,1
14,34,43.8,29.3,43.8,1
15,34,43.8,29.3,43.8,1
16,34,43.8,29.3,43.8,1
17,34,43.8,29.3,43.8,1
18,34,43.8,29.3,43.8,1
19,34,43.8,29.3,43.8,1
20,34,43.8,29.3,43.8,1
21,34,43.8,29.3,43.8,1
22,34,43.8,29.3,43.8,1
23,34,43.8,29.3,43.8,1
24,34,43.8,29.3,43.8,1
25,34,43.8,29.3,43.8,1
26,34,43.8,29.3,43.8,1
24,27.9,42.8,22.9,54.4,0
13,35,43.3,28.8,44.8,0
14,35,43.3,28.8,44.8,0
15,35,43.3,28.8,44.8,0
16,35,43.3,28.8,44.8,0
17,35,43.3,28.8,44.8,0
18,35,43.3,28.8,44.8,0
19,35,43.3,28.8,44.8,0
20,35,43.3,28.8,44.8,0
21,35,43.3,28.8,44.8,0
22,35,43.3,28.8,44.8,0
23,35,43.3,28.8,44.8,0
24,35,43.3,28.8,44.8,0
25,35,43.3,28.8,44.8,0
26,35,43.3,28.8,44.8,0
16,20.6,35.5,17.4,51.7,2
18,20.6,35.5,17.4,51.7,2
19,20.6,35.5,17.4,51.7,2
20,20.6,35.5,17.4,51.7,2
21,20.6,35.5,17.4,51.7,2
22,20.6,35.5,17.4,51.7,2
23,20.6,35.5,17.4,51.7,2
24,20.6,35.5,17.4,51.7,2
25,20.6,35.5,17.4,51.7,2
26,20.6,35.5,17.4,51.7,2
23,24.9,39.8,25.3,48.8,0
25,24.9,39.8,25.3,48.8,0
26,24.9,39.8,25.3,48.8,0
0,24,38.9,24.4,48.6,2
1,24,38.9,24.4,48.6,2
2,24,38.9,24.4,48.6,2
3,24,38.9,24.4,48.6,2
4,24,38.9,24.4,48.6,2
5,24,38.9,24.4,48.6,2
6,24,38.9,24.4,48.6,2
7,24,38.9,24.4,48.6,2
8,24,38.9,24.4,48.6,2
9,24,38.9,24.4,48.6,2
10,24,38.9,24.4,48.6,2
11,24,38.9,24.4,48.6,2
12,24,38.9,24.4,48.6,2
13,24,38.9,24.4,48.6,2
14,24,38.9,24.4,48.6,2
15,24,38.9,24.4,48.6,2
16,24,38.9,24.4,48.6,2
17,24,38.9,24.4,48.6,2
18,24,38.9,24.4,48.6,2
19,24,38.9,24.4,48.6,2
20,24,38.9,24.4,48.6,2
21,24,38.9,24.4,48.6,2
22,24,38.9,24.4,48.6,2
23,24,38.9,24.4,48.6,2
24,24,38.9,24.4,48.6,2
25,24,38.9,24.4,48.6,2
26,24,38.9,24.4,48.6,2
19,18,32.8,18.3,54.2,0
20,18,32.8,18.3,54.2,0
21,18,32.8,18.3,54.2,0
23,18,32.8,18.3,54.2,0
24,18,32.8,18.3,54.2,0
25,18,32.8,18.3,54.2,0
26,18,32.8,18.3,54.2,0
21,21.1,35.9,21.4,52.7,3
24,21.1,35.9,21.4,52.7,3
25,21.1,35.9,21.4,52.7,3
15,18.8,33.6,19.1,52.4,2
17,18.8,33.6,19.1,52.4,2
18,18.8,33.6,19.1,52.4,2
19,18.8,33.6,19.1,52.4,2
20,18.8,33.6,19.1,52.4,2
21,18.8,33.6,19.1,52.4,2
22,18.8,33.6,19.1,52.4,2
23,18.8,33.6,19.1,52.4,2
24,18.8,33.6,19.1,52.4,2
26,18.8,33.6,19.1,52.4,2
0,24.3,39.2,18.6,51.5,2
1,24.3,39.2,18.6,51.5,2
2,24.3,39.2,18.6,51.5,2
3,24.3,39.2,18.6,51.5,2
4,24.3,39.2,18.6,51.5,2
5,24.3,39.2,18.6,51.5,2
6,24.3,39.2,18.6,51.5,2
7,24.3,39.2,18.6,51.5,2
8,24.3,39.2,18.6,51.5,2
9,24.3,39.2,18.6,51.5,2
10,24.3,39.2,18.6,51.5,2
11,24.3,39.2,18.6,51.5,2
12,24.3,39.2,18.6,51.5,2
13,24.3,39.2,18.6,51.5,2
14,24.3,39.2,18.6,51.5,2
15,24.3,39.2,18.6,51.5,2
16,24.3,39.2,18.6,51.5,2
17,24.3,39.2,18.6,51.5,2
18,24.3,39.2,18.6,51.5,2
19,24.3,39.2,18.6,51.5,2
20,24.3,39.2,18.6,51.5,2
21,24.3,39.2,18.6,51.5,2
22,24.3,39.2,18.6,51.5,2
23,24.3,39.2,18.6,51.5,2
24,24.3,39.2,18.6,51.5,2
25,24.3,39.2,18.6,51.5,2
26,24.3,39.2,18.6,51.5,2
0,24.6,39.5,24.9,48.8,0
1,24.6,39.5,24.9,48.8,0
2,24.6,39.5,24.9,48.8,0
3,24.6,39.5,24.9,48.8,0
4,24.6,39.5,24.9,48.8,0
5,24.6,39.5,24.9,48.8,0
6,24.6,39.5,24.9,48.8,0
7,24.6,39.5,24.9,48.8,0
8,24.6,39.5,24.9,48.8,0
9,24.6,39.5,24.9,48.8,0
10,24.6,39.5,24.9,48.8,0
11,24.6,39.5,24.9,48.8,0
12,24.6,39.5,24.9,48.8,0
13,24.6,39.5,24.9,48.8,0
14,24.6,39.5,24.9,48.8,0
15,24.6,39.5,24.9,48.8,0
16,24.6,39.5,24.9,48.8,0
17,24.6,39.5,24.9,48.8,0
18,24.6,39.5,24.9,48.8,0
19,24.6,39.5,24.9,48.8,0
20,24.6,39.5,24.9,48.8,0
21,24.6,39.5,24.9,48.8,0
22,24.6,39.5,24.9,48.8,0
23,24.6,39.5,24.9,48.8,0
24,24.6,39.5,24.9,48.8,0
25,24.6,39.5,24.9,48.8,0
26,24.6,39.5,24.9,48.8,0
10,18.7,33.6,19.1,54,0
11,18.7,33.6,19.1,54,0
12,18.7,33.6,19.1,54,0
13,18.7,33.6,19.1,54,0
14,18.7,33.6,19.1,54,0
15,18.7,33.6,19.1,54,0
16,18.7,33.6,19.1,54,0
17,18.7,33.6,19.1,54,0
18,18.7,33.6,19.1,54,0
19,18.7,33.6,19.1,54,0
20,18.7,33.6,19.1,54,0
21,18.7,33.6,19.1,54,0
22,18.7,33.6,19.1,54,0
23,18.7,33.6,19.1,54,0
24,18.7,33.6,19.1,54,0
25,18.7,33.6,19.1,54,0
26,18.7,33.6,19.1,54,0
20,33.2,52,31,43.1,2
21,33.2,52,31,43.1,2
22,33.2,52,31,43.1,2
23,33.2,52,31,43.1,2
24,33.2,52,31,43.1,2
25,33.2,52,31,43.1,2
26,33.2,52,31,43.1,2
0,19.3,34.1,19.6,52.2,0
1,19.3,34.1,19.6,52.2,0
2,19.3,34.1,19.6,52.2,0
3,19.3,34.1,19.6,52.2,0
4,19.3,34.1,19.6,52.2,0
5,19.3,34.1,19.6,52.2,0
7,19.3,34.1,19.6,52.2,0
8,19.3,34.1,19.6,52.2,0
9,19.3,34.1,19.6,52.2,0
10,19.3,34.1,19.6,52.2,0
11,19.3,34.1,19.6,52.2,0
12,19.3,34.1,19.6,52.2,0
13,19.3,34.1,19.6,52.2,0
14,19.3,34.1,19.6,52.2,0
15,19.3,34.1,19.6,52.2,0
16,19.3,34.1,19.6,52.2,0
17,19.3,34.1,19.6,52.2,0
18,19.3,34.1,19.6,52.2,0
19,19.3,34.1,19.6,52.2,0
20,19.3,34.1,19.6,52.2,0
21,19.3,34.1,19.6,52.2,0
22,19.3,34.1,19.6,52.2,0
23,19.3,34.1,19.6,52.2,0
24,19.3,34.1,19.6,52.2,0
25,19.3,34.1,19.6,52.2,0
26,19.3,34.1,19.6,52.2,0
23,26.3,41.2,20.5,54.6,0
24,26.3,41.2,20.5,54.6,0
25,26.3,41.2,20.5,54.6,0
26,26.3,41.2,20.5,54.6,0
9,25.9,40.8,26.3,47,0
10,25.9,40.8,26.3,47,0
11,25.9,40.8,26.3,47,0
12,25.9,40.8,26.3,47,0
13,25.9,40.8,26.3,47,0
14,25.9,40.8,26.3,47,0
15,25.9,40.8,26.3,47,0
16,25.9,40.8,26.3,47,0
18,25.9,40.8,26.3,47,0
19,25.9,40.8,26.3,47,0
20,25.9,40.8,26.3,47,0
21,25.9,40.8,26.3,47,0
22,25.9,40.8,26.3,47,0
24,25.9,40.8,26.3,47,0
25,25.9,40.8,26.3,47,0
26,25.9,40.8,26.3,47,0
0,23.4,38.3,23.7,50.4,0
1,23.4,38.3,23.7,50.4,0
2,23.4,38.3,23.7,50.4,0
3,23.4,38.3,23.7,50.4,0
4,23.4,38.3,23.7,50.4,0
5,23.4,38.3,23.7,50.4,0
6,23.4,38.3,23.7,50.4,0
7,23.4,38.3,23.7,50.4,0
8,23.4,38.3,23.7,50.4,0
9,23.4,38.3,23.7,50.4,0
10,23.4,38.3,23.7,50.4,0
11,23.4,38.3,23.7,50.4,0
12,23.4,38.3,23.7,50.4,0
13,23.4,38.3,23.7,50.4,0
14,23.4,38.3,23.7,50.4,0
15,23.4,38.3,23.7,50.4,0
16,23.4,38.3,23.7,50.4,0
17,23.4,38.3,23.7,50.4,0
18,23.4,38.3,23.7,50.4,0
19,23.4,38.3,23.7,50.4,0
20,23.4,38.3,23.7,50.4,0
21,23.4,38.3,23.7,50.4,0
22,23.4,38.3,23.7,50.4,0
23,23.4,38.3,23.7,50.4,0
24,23.4,38.3,23.7,50.4,0
25,23.4,38.3,23.7,50.4,0
26,23.4,38.3,23.7,50.4,0
0,22.9,37.8,23.3,51.2,0
1,22.9,37.8,23.3,51.2,0
2,22.9,37.8,23.3,51.2,0
3,22.9,37.8,23.3,51.2,0
4,22.9,37.8,23.3,51.2,0
5,22.9,37.8,23.3,51.2,0
6,22.9,37.8,23.3,51.2,0
7,22.9,37.8,23.3,51.2,0
8,22.9,37.8,23.3,51.2,0
9,22.9,37.8,23.3,51.2,0
10,22.9,37.8,23.3,51.2,0
11,22.9,37.8,23.3,51.2,0
12,22.9,37.8,23.3,51.2,0
13,22.9,37.8,23.3,51.2,0
14,22.9,37.8,23.3,51.2,0
15,22.9,37.8,23.3,51.2,0
16,22.9,37.8,23.3,51.2,0
17,22.9,37.8,23.3,51.2,0
18,22.9,37.8,23.3,51.2,0
19,22.9,37.8,23.3,51.2,0
20,22.9,37.8,23.3,51.2,0
21,22.9,37.8,23.3,51.2,0
22,22.9,37.8,23.3,51.2,0
23,22.9,37.8,23.3,51.2,0
24,22.9,37.8,23.3,51.2,0
25,22.9,37.8,23.3,51.2,0
26,22.9,37.8,23.3,51.2,0
20,9,27.7,26.6,43.4,0
21,9,27.7,26.6,43.4,0
22,9,27.7,26.6,43.4,0
23,9,27.7,26.6,43.4,0
21,21,35.9,21.4,51.6,0
22,21,35.9,21.4,51.6,0
23,21,35.9,21.4,51.6,0
24,21,35.9,21.4,51.6,0
25,21,35.9,21.4,51.6,0
26,21,35.9,21.4,51.6,0
21,22.1,37,22.5,51.6,0
22,22.1,37,22.5,51.6,0
23,22.1,37,22.5,51.6,0
24,22.1,37,22.5,51.6,0
25,22.1,37,22.5,51.6,0
26,22.1,37,22.5,51.6,0
0,19.9,34.8,20.2,54.4,0
1,19.9,34.8,20.2,54.4,0
2,19.9,34.8,20.2,54.4,0
3,19.9,34.8,20.2,54.4,0
4,19.9,34.8,20.2,54.4,0
5,19.9,34.8,20.2,54.4,0
6,19.9,34.8,20.2,54.4,0
7,19.9,34.8,20.2,54.4,0
8,19.9,34.8,20.2,54.4,0
9,19.9,34.8,20.2,54.4,0
10,19.9,34.8,20.2,54.4,0
11,19.9,34.8,20.2,54.4,0
12,19.9,34.8,20.2,54.4,0
13,19.9,34.8,20.2,54.4,0
14,19.9,34.8,20.2,54.4,0
15,19.9,34.8,20.2,54.4,0
16,19.9,34.8,20.2,54.4,0
17,19.9,34.8,20.2,54.4,0
18,19.9,34.8,20.2,54.4,0
19,19.9,34.8,20.2,54.4,0
21,19.9,34.8,20.2,54.4,0
22,19.9,34.8,20.2,54.4,0
23,19.9,34.8,20.2,54.4,0
24,19.9,34.8,20.2,54.4,0
25,19.9,34.8,20.2,54.4,0
0,20,34.8,18.5,56.2,2
1,20,34.8,18.5,56.2,2
2,20,34.8,18.5,56.2,2
3,20,34.8,18.5,56.2,2
4,20,34.8,18.5,56.2,2
5,20,34.8,18.5,56.2,2
6,20,34.8,18.5,56.2,2
7,20,34.8,18.5,56.2,2
8,20,34.8,18.5,56.2,2
9,20,34.8,18.5,56.2,2
10,20,34.8,18.5,56.2,2
11,20,34.8,18.5,56.2,2
12,20,34.8,18.5,56.2,2
13,20,34.8,18.5,56.2,2
14,20,34.8,18.5,56.2,2
15,20,34.8,18.5,56.2,2
16,20,34.8,18.5,56.2,2
17,20,34.8,18.5,56.2,2
18,20,34.8,18.5,56.2,2
19,20,34.8,18.5,56.2,2
20,20,34.8,18.5,56.2,2
21,20,34.8,18.5,56.2,2
22,20,34.8,18.5,56.2,2
23,20,34.8,18.5,56.2,2
24,20,34.8,18.5,56.2,2
25,20,34.8,18.5,56.2,2
26,20,34.8,18.5,56.2,2
0,25.4,40.3,20.4,51.8,3
1,25.4,40.3,20.4,51.8,3
2,25.4,40.3,20.4,51.8,3
3,25.4,40.3,20.4,51.8,3
4,25.4,40.3,20.4,51.8,3
5,25.4,40.3,20.4,51.8,3
6,25.4,40.3,20.4,51.8,3
7,25.4,40.3,20.4,51.8,3
8,25.4,40.3,20.4,51.8,3
9,25.4,40.3,20.4,51.8,3
10,25.4,40.3,20.4,51.8,3
11,25.4,40.3,20.4,51.8,3
12,25.4,40.3,20.4,51.8,3
13,25.4,40.3,20.4,51.8,3
14,25.4,40.3,20.4,51.8,3
15,25.4,40.3,20.4,51.8,3
16,25.4,40.3,20.4,51.8,3
17,25.4,40.3,20.4,51.8,3
18,25.4,40.3,20.4,51.8,3
19,25.4,40.3,20.4,51.8,3
20,25.4,40.3,20.4,51.8,3
21,25.4,40.3,20.4,51.8,3
22,25.4,40.3,20.4,51.8,3
23,25.4,40.3,20.4,51.8,3
24,25.4,40.3,20.4,51.8,3
25,25.4,40.3,20.4,51.8,3
26,25.4,40.3,20.4,51.8,3
0,21.2,36.1,21.6,51.8,1
1,21.2,36.1,21.6,51.8,1
2,21.2,36.1,21.6,51.8,1
8,21.2,36.1,21.6,51.8,1
9,21.2,36.1,21.6,51.8,1
10,21.2,36.1,21.6,51.8,1
11,21.2,36.1,21.6,51.8,1
12,21.2,36.1,21.6,51.8,1
13,21.2,36.1,21.6,51.8,1
14,21.2,36.1,21.6,51.8,1
15,21.2,36.1,21.6,51.8,1
16,21.2,36.1,21.6,51.8,1
17,21.2,36.1,21.6,51.8,1
18,21.2,36.1,21.6,51.8,1
19,21.2,36.1,21.6,51.8,1
20,21.2,36.1,21.6,51.8,1
21,21.2,36.1,21.6,51.8,1
22,21.2,36.1,21.6,51.8,1
23,21.2,36.1,21.6,51.8,1
24,21.2,36.1,21.6,51.8,1
25,21.2,36.1,21.6,51.8,1
26,21.2,36.1,21.6,51.8,1
0,25.2,1.8,22.3,49,1
1,25.2,1.8,22.3,49,1
2,25.2,1.8,22.3,49,1
3,25.2,1.8,22.3,49,1
4,25.2,1.8,22.3,49,1
5,25.2,1.8,22.3,49,1
6,25.2,1.8,22.3,49,1
7,25.2,1.8,22.3,49,1
8,25.2,1.8,22.3,49,1
9,25.2,1.8,22.3,49,1
10,25.2,1.8,22.3,49,1
11,25.2,1.8,22.3,49,1
12,25.2,1.8,22.3,49,1
13,25.2,1.8,22.3,49,1
14,25.2,1.8,22.3,49,1
15,25.2,1.8,22.3,49,1
16,25.2,1.8,22.3,49,1
17,25.2,1.8,22.3,49,1
18,25.2,1.8,22.3,49,1
19,25.2,1.8,22.3,49,1
20,25.2,1.8,22.3,49,1
21,25.2,1.8,22.3,49,1
22,25.2,1.8,22.3,49,1
23,25.2,1.8,22.3,49,1
24,25.2,1.8,22.3,49,1
25,25.2,1.8,22.3,49,1
26,25.2,1.8,22.3,49,1
0,22.6,3.6,17.6,50.9,2
1,22.6,3.6,17.6,50.9,2
20,22.6,3.6,17.6,50.9,2
21,22.6,3.6,17.6,50.9,2
22,22.6,3.6,17.6,50.9,2
23,22.6,3.6,17.6,50.9,2
24,22.6,3.6,17.6,50.9,2
25,22.6,3.6,17.6,50.9,2
26,22.6,3.6,17.6,50.9,2
6,37.3,44,29.5,47.1,0
7,37.3,44,29.5,47.1,0
8,37.3,44,29.5,47.1,0
9,37.3,44,29.5,47.1,0
10,37.3,44,29.5,47.1,0
11,37.3,44,29.5,47.1,0
12,37.3,44,29.5,47.1,0
13,37.3,44,29.5,47.1,0
14,37.3,44,29.5,47.1,0
15,37.3,44,29.5,47.1,0
16,37.3,44,29.5,47.1,0
17,37.3,44,29.5,47.1,0
18,37.3,44,29.5,47.1,0
19,37.3,44,29.5,47.1,0
20,37.3,44,29.5,47.1,0
21,37.3,44,29.5,47.1,0
22,37.3,44,29.5,47.1,0
23,37.3,44,29.5,47.1,0
24,37.3,44,29.5,47.1,0
25,37.3,44,29.5,47.1,0
26,37.3,44,29.5,47.1,0
15,19.3,34.1,19.6,53.9,0
16,19.3,34.1,19.6,53.9,0
17,19.3,34.1,19.6,53.9,0
18,19.3,34.1,19.6,53.9,0
19,19.3,34.1,19.6,53.9,0
21,19.3,34.1,19.6,53.9,0
24,19.3,34.1,19.6,53.9,0
25,19.3,34.1,19.6,53.9,0
26,19.3,34.1,19.6,53.9,0
2,6,24.8,28.2,60.1,1
3,6,24.8,28.2,60.1,1
4,6,24.8,28.2,60.1,1
5,6,24.8,28.2,60.1,1
6,6,24.8,28.2,60.1,1
7,6,24.8,28.2,60.1,1
8,6,24.8,28.2,60.1,1
9,6,24.8,28.2,60.1,1
10,6,24.8,28.2,60.1,1
11,6,24.8,28.2,60.1,1
12,6,24.8,28.2,60.1,1
13,6,24.8,28.2,60.1,1
14,6,24.8,28.2,60.1,1
15,6,24.8,28.2,60.1,1
16,6,24.8,28.2,60.1,1
17,6,24.8,28.2,60.1,1
18,6,24.8,28.2,60.1,1
19,6,24.8,28.2,60.1,1
20,6,24.8,28.2,60.1,1
21,6,24.8,28.2,60.1,1
22,6,24.8,28.2,60.1,1
23,6,24.8,28.2,60.1,1
24,6,24.8,28.2,60.1,1
26,6,24.8,28.2,60.1,1
4,6.6,25.4,28.8,60.7,1
5,6.6,25.4,28.8,60.7,1
6,6.6,25.4,28.8,60.7,1
7,6.6,25.4,28.8,60.7,1
8,6.6,25.4,28.8,60.7,1
9,6.6,25.4,28.8,60.7,1
10,6.6,25.4,28.8,60.7,1
11,6.6,25.4,28.8,60.7,1
12,6.6,25.4,28.8,60.7,1
13,6.6,25.4,28.8,60.7,1
14,6.6,25.4,28.8,60.7,1
15,6.6,25.4,28.8,60.7,1
16,6.6,25.4,28.8,60.7,1
17,6.6,25.4,28.8,60.7,1
18,6.6,25.4,28.8,60.7,1
19,6.6,25.4,28.8,60.7,1
20,6.6,25.4,28.8,60.7,1
21,6.6,25.4,28.8,60.7,1
22,6.6,25.4,28.8,60.7,1
23,6.6,25.4,28.8,60.7,1
24,6.6,25.4,28.8,60.7,1
25,6.6,25.4,28.8,60.7,1
26,6.6,25.4,28.8,60.7,1
20,12.4,31.2,30,54.7,1
22,12.4,31.2,30,54.7,1
23,12.4,31.2,30,54.7,1
24,12.4,31.2,30,54.7,1
25,12.4,31.2,30,54.7,1
20,13.9,32.7,36.1,48.3,3
21,13.9,32.7,36.1,48.3,3
22,13.9,32.7,36.1,48.3,3
23,13.9,32.7,36.1,48.3,3
24,13.9,32.7,36.1,48.3,3
25,13.9,32.7,36.1,48.3,3
26,13.9,32.7,36.1,48.3,3
23,4.9,25.2,27.2,56.1,0
24,4.9,25.2,27.2,56.1,0
26,4.9,25.2,27.2,56.1,0
0,2,22.9,20.7,57.9,2
1,2,22.9,20.7,57.9,2
2,2,22.9,20.7,57.9,2
3,2,22.9,20.7,57.9,2
4,2,22.9,20.7,57.9,2
5,2,22.9,20.7,57.9,2
6,2,22.9,20.7,57.9,2
7,2,22.9,20.7,57.9,2
8,2,22.9,20.7,57.9,2
9,2,22.9,20.7,57.9,2
10,2,22.9,20.7,57.9,2
11,2,22.9,20.7,57.9,2
12,2,22.9,20.7,57.9,2
13,2,22.9,20.7,57.9,2
14,2,22.9,20.7,57.9,2
15,2,22.9,20.7,57.9,2
16,2,22.9,20.7,57.9,2
17,2,22.9,20.7,57.9,2
18,2,22.9,20.7,57.9,2
19,2,22.9,20.7,57.9,2
20,2,22.9,20.7,57.9,2
21,2,22.9,20.7,57.9,2
22,2,22.9,20.7,57.9,2
23,2,22.9,20.7,57.9,2
24,2,22.9,20.7,57.9,2
25,2,22.9,20.7,57.9,2
26,2,22.9,20.7,57.9,2
0,2,22.9,20.7,57.9,4
1,2,22.9,20.7,57.9,4
2,2,22.9,20.7,57.9,4
3,2,22.9,20.7,57.9,4
4,2,22.9,20.7,57.9,4
5,2,22.9,20.7,57.9,4
6,2,22.9,20.7,57.9,4
7,2,22.9,20.7,57.9,4
8,2,22.9,20.7,57.9,4
9,2,22.9,20.7,57.9,4
10,2,22.9,20.7,57.9,4
11,2,22.9,20.7,57.9,4
12,2,22.9,20.7,57.9,4
13,2,22.9,20.7,57.9,4
14,2,22.9,20.7,57.9,4
15,2,22.9,20.7,57.9,4
16,2,22.9,20.7,57.9,4
17,2,22.9,20.7,57.9,4
18,2,22.9,20.7,57.9,4
