Bias,Time,Airport,Altamount,Vashi,Virar,Malls
1,29,22.2,37.1,22.5,51.2,0
1,27,23.5,38.4,23.8,48.9,1
1,28,23.5,38.4,23.8,48.9,1
1,29,23.5,38.4,23.8,48.9,1
1,27,23.3,38.2,23.7,51.6,1
1,28,23.3,38.2,23.7,51.6,1
1,29,23.3,38.2,23.7,51.6,1
1,27,375,1.8,32.8,47.6,0
1,28,375,1.8,32.8,47.6,0
1,29,375,1.8,32.8,47.6,0
1,27,28,46.8,36.1,37.8,0
1,28,28,46.8,36.1,37.8,0
1,29,28,46.8,36.1,37.8,0
1,28,37.6,42.7,28.2,47.4,1
1,29,37.6,42.7,28.2,47.4,1
1,27,24.8,39.7,25.2,48.7,0
1,28,24.8,39.7,25.2,48.7,0
1,29,24.8,39.7,25.2,48.7,0
1,27,381,1.8,22.9,48.7,0
1,28,381,1.8,22.9,48.7,0
1,29,381,1.8,22.9,48.7,0
1,27,28.4,43.3,23.4,54.9,0
1,28,28.4,43.3,23.4,54.9,0
1,29,28.4,43.3,23.4,54.9,0
1,27,25.7,40.6,18.2,54,0
1,28,25.7,40.6,18.2,54,0
1,29,25.7,40.6,18.2,54,0
1,27,24,38.4,19.4,48.9,0
1,28,24,38.4,19.4,48.9,0
1,29,24,38.4,19.4,48.9,0
1,27,34,43.8,29.3,43.8,1
1,28,34,43.8,29.3,43.8,1
1,29,34,43.8,29.3,43.8,1
1,27,27.9,42.8,22.9,54.4,0
1,28,27.9,42.8,22.9,54.4,0
1,29,27.9,42.8,22.9,54.4,0
1,27,35,43.3,28.8,44.8,0
1,28,35,43.3,28.8,44.8,0
1,29,35,43.3,28.8,44.8,0
1,27,20.6,35.5,17.4,51.7,2
1,28,20.6,35.5,17.4,51.7,2
1,29,20.6,35.5,17.4,51.7,2
1,27,24.9,39.8,25.3,48.8,0
1,28,24.9,39.8,25.3,48.8,0
1,29,24.9,39.8,25.3,48.8,0
1,27,24,38.9,24.4,48.6,2
1,28,24,38.9,24.4,48.6,2
1,29,24,38.9,24.4,48.6,2
1,27,18,32.8,18.3,54.2,0
1,28,18,32.8,18.3,54.2,0
1,29,18,32.8,18.3,54.2,0
1,29,21.1,35.9,21.4,52.7,3
1,27,18.8,33.6,19.1,52.4,2
1,28,18.8,33.6,19.1,52.4,2
1,29,18.8,33.6,19.1,52.4,2
1,27,24.3,39.2,18.6,51.5,2
1,28,24.3,39.2,18.6,51.5,2
1,29,24.3,39.2,18.6,51.5,2
1,27,24.6,39.5,24.9,48.8,0
1,28,24.6,39.5,24.9,48.8,0
1,29,24.6,39.5,24.9,48.8,0
1,27,18.7,33.6,19.1,54,0
1,28,18.7,33.6,19.1,54,0
1,29,18.7,33.6,19.1,54,0
1,27,33.2,52,31,43.1,2
1,28,33.2,52,31,43.1,2
1,29,33.2,52,31,43.1,2
1,27,19.3,34.1,19.6,52.2,0
1,28,19.3,34.1,19.6,52.2,0
1,29,19.3,34.1,19.6,52.2,0
1,27,26.3,41.2,20.5,54.6,0
1,28,26.3,41.2,20.5,54.6,0
1,29,26.3,41.2,20.5,54.6,0
1,27,25.9,40.8,26.3,47,0
1,28,25.9,40.8,26.3,47,0
1,29,25.9,40.8,26.3,47,0
1,27,23.4,38.3,23.7,50.4,0
1,28,23.4,38.3,23.7,50.4,0
1,29,23.4,38.3,23.7,50.4,0
1,27,22.9,37.8,23.3,51.2,0
1,28,22.9,37.8,23.3,51.2,0
1,29,22.9,37.8,23.3,51.2,0
1,27,9,27.7,26.6,43.4,0
1,28,9,27.7,26.6,43.4,0
1,29,9,27.7,26.6,43.4,0
1,27,21,35.9,21.4,51.6,0
1,28,21,35.9,21.4,51.6,0
1,29,21,35.9,21.4,51.6,0
1,27,8.7,27.5,30.9,56.6,1
1,28,8.7,27.5,30.9,56.6,1
1,29,8.7,27.5,30.9,56.6,1
1,27,22.1,37,22.5,51.6,0
1,28,22.1,37,22.5,51.6,0
1,29,22.1,37,22.5,51.6,0
1,27,19.9,34.8,20.2,54.4,0
1,28,19.9,34.8,20.2,54.4,0
1,29,19.9,34.8,20.2,54.4,0
1,27,20,34.8,18.5,56.2,2
1,28,20,34.8,18.5,56.2,2
1,29,20,34.8,18.5,56.2,2
1,27,25.4,40.3,20.4,51.8,3
1,28,25.4,40.3,20.4,51.8,3
1,29,25.4,40.3,20.4,51.8,3
1,27,21.2,36.1,21.6,51.8,1
1,28,21.2,36.1,21.6,51.8,1
1,29,21.2,36.1,21.6,51.8,1
1,27,25.2,1.8,22.3,49,1
1,28,25.2,1.8,22.3,49,1
1,29,25.2,1.8,22.3,49,1
1,27,22.6,3.6,17.6,50.9,2
1,28,22.6,3.6,17.6,50.9,2
1,29,22.6,3.6,17.6,50.9,2
1,27,37.3,44,29.5,47.1,0
1,28,37.3,44,29.5,47.1,0
1,29,37.3,44,29.5,47.1,0
1,29,19.3,34.1,19.6,53.9,0
1,27,6,24.8,28.2,60.1,1
1,28,6,24.8,28.2,60.1,1
1,29,6,24.8,28.2,60.1,1
1,27,6.6,25.4,28.8,60.7,1
1,28,6.6,25.4,28.8,60.7,1
1,29,6.6,25.4,28.8,60.7,1
1,27,12.4,31.2,30,54.7,1
1,28,12.4,31.2,30,54.7,1
1,29,12.4,31.2,30,54.7,1
1,27,13.9,32.7,36.1,48.3,3
1,28,13.9,32.7,36.1,48.3,3
1,29,13.9,32.7,36.1,48.3,3
1,27,4.9,25.2,27.2,56.1,0
1,28,4.9,25.2,27.2,56.1,0
1,29,4.9,25.2,27.2,56.1,0
1,27,2,22.9,20.7,57.9,2
1,28,2,22.9,20.7,57.9,2
1,29,2,22.9,20.7,57.9,2
1,27,2,22.9,20.7,57.9,4
1,28,2,22.9,20.7,57.9,4
1,29,2,22.9,20.7,57.9,4
1,27,14,32.8,36.2,44.8,3
1,28,14,32.8,36.2,44.8,3
1,29,14,32.8,36.2,44.8,3
1,27,11.5,9.9,26.2,47.8,0
1,28,11.5,9.9,26.2,47.8,0
1,29,11.5,9.9,26.2,47.8,0
1,27,15.3,34.1,37.6,44.5,5
1,28,15.3,34.1,37.6,44.5,5
1,29,15.3,34.1,37.6,44.5,5
1,27,20.2,39,42.4,44.2,7
1,28,20.2,39,42.4,44.2,7
1,29,20.2,39,42.4,44.2,7
1,27,2.4,21.2,24.7,56.9,0
1,28,2.4,21.2,24.7,56.9,0
1,29,2.4,21.2,24.7,56.9,0
1,27,18.1,36.8,39.3,49.6,0
1,28,18.1,36.8,39.3,49.6,0
1,29,18.1,36.8,39.3,49.6,0
1,27,11.6,30.4,33.8,52.8,2
1,28,11.6,30.4,33.8,52.8,2
1,29,11.6,30.4,33.8,52.8,2
1,27,16.2,35,38.4,47.8,3
1,28,16.2,35,38.4,47.8,3
1,29,16.2,35,38.4,47.8,3
1,27,20.9,39.6,43.1,41.9,1
1,28,20.9,39.6,43.1,41.9,1
1,29,20.9,39.6,43.1,41.9,1
1,27,19.1,37.9,41.3,40.1,1
1,28,19.1,37.9,41.3,40.1,1
1,29,19.1,37.9,41.3,40.1,1
1,27,20.7,39.5,42.9,41.7,0
1,28,20.7,39.5,42.9,41.7,0
1,29,20.7,39.5,42.9,41.7,0
1,27,14,32.8,36.2,50.6,1
1,28,14,32.8,36.2,50.6,1
1,29,14,32.8,36.2,50.6,1
1,27,10.6,29.4,32.8,51.5,1
1,29,10.6,29.4,32.8,51.5,1
1,27,10.4,29.1,32.6,50.9,0
1,28,10.4,29.1,32.6,50.9,0
1,29,10.4,29.1,32.6,50.9,0
1,27,39.7,58.5,60.3,56.2,1
1,29,39.7,58.5,60.3,56.2,1
1,27,10.1,28.9,32,52.5,4
1,28,10.1,28.9,32,52.5,4
1,29,10.1,28.9,32,52.5,4
1,27,10.1,28.9,32,52.7,2
1,28,10.1,28.9,32,52.7,2
1,29,10.1,28.9,32,52.7,2
1,27,20.7,39.5,43,43.7,0
1,28,20.7,39.5,43,43.7,0
1,29,20.7,39.5,43,43.7,0
1,27,16.2,35,38.4,50.2,0
1,28,16.2,35,38.4,50.2,0
1,29,16.2,35,38.4,50.2,0
1,27,9.1,27.9,31.3,54.1,1
1,28,9.1,27.9,31.3,54.1,1
1,29,9.1,27.9,31.3,54.1,1
1,27,3.2,22,25.4,57.4,1
1,28,3.2,22,25.4,57.4,1
1,29,3.2,22,25.4,57.4,1
1,27,4.8,23.6,27,54,1
1,29,4.8,23.6,27,54,1
1,27,6.9,25.6,29.1,54.8,3
1,28,6.9,25.6,29.1,54.8,3
1,29,6.9,25.6,29.1,54.8,3
1,27,5.8,29.5,24.2,58.8,3
1,29,5.8,29.5,24.2,58.8,3
1,27,14.2,33,36.4,50.1,0
1,28,14.2,33,36.4,50.1,0
1,29,14.2,33,36.4,50.1,0
1,27,21,39.8,43.3,42.1,0
1,28,21,39.8,43.3,42.1,0
1,29,21,39.8,43.3,42.1,0
1,27,14.5,33.3,36.7,45.4,4
1,28,14.5,33.3,36.7,45.4,4
1,29,14.5,33.3,36.7,45.4,4
1,27,15,33.8,37.2,49.2,2
1,28,15,33.8,37.2,49.2,2
1,29,15,33.8,37.2,49.2,2
1,27,9.2,28,31.4,57.2,1
1,28,9.2,28,31.4,57.2,1
1,29,9.2,28,31.4,57.2,1
1,27,13.9,32.6,36.1,48.3,1
1,28,13.9,32.6,36.1,48.3,1
1,29,13.9,32.6,36.1,48.3,1
1,27,13,31.8,35.2,48.9,1
1,28,13,31.8,35.2,48.9,1
1,29,13,31.8,35.2,48.9,1
1,27,11.5,30.3,33.7,49.2,3
1,28,11.5,30.3,33.7,49.2,3
1,29,11.5,30.3,33.7,49.2,3
1,27,12.2,31,34.4,50.2,4
1,28,12.2,31,34.4,50.2,4
1,29,12.2,31,34.4,50.2,4
1,27,16.9,35.7,39.1,52.7,0
1,29,16.9,35.7,39.1,52.7,0
1,27,2.8,24.9,20.2,59.9,0
1,28,2.8,24.9,20.2,59.9,0
1,29,2.8,24.9,20.2,59.9,0
1,27,13,31.8,35.2,53.4,2
1,28,13,31.8,35.2,53.4,2
1,29,13,31.8,35.2,53.4,2
1,27,3.7,22.2,18.2,60.8,2
1,28,3.7,22.2,18.2,60.8,2
1,29,3.7,22.2,18.2,60.8,2
1,27,20.4,39.2,42.6,49.5,0
1,28,20.4,39.2,42.6,49.5,0
1,29,20.4,39.2,42.6,49.5,0
1,27,20,38.7,42.2,49.1,0
1,28,20,38.7,42.2,49.1,0
1,29,20,38.7,42.2,49.1,0
1,27,8.7,27.5,30.9,56.6,1
1,28,8.7,27.5,30.9,56.6,1
1,29,8.7,27.5,30.9,56.6,1
1,27,17.2,36,39.4,46.3,1
1,28,17.2,36,39.4,46.3,1
1,29,17.2,36,39.4,46.3,1
1,27,5,29.2,44.2,40.1,0
1,28,5,29.2,44.2,40.1,0
1,29,5,29.2,44.2,40.1,0
1,27,7.9,26.7,32.2,57.9,2
1,28,7.9,26.7,32.2,57.9,2
1,29,7.9,26.7,32.2,57.9,2
1,27,13.2,32,36.3,44.9,3
1,28,13.2,32,36.3,44.9,3
1,29,13.2,32,36.3,44.9,3
1,27,14.8,33.6,37,45.7,3
1,28,14.8,33.6,37,45.7,3
1,29,14.8,33.6,37,45.7,3
1,27,7.5,26.3,29.7,55.4,0
1,28,7.5,26.3,29.7,55.4,0
1,29,7.5,26.3,29.7,55.4,0
1,28,8.6,27.4,31.2,59.8,1
1,29,8.6,27.4,31.2,59.8,1
1,27,24.3,44.6,44.2,40.1,0
1,28,24.3,44.6,44.2,40.1,0
1,29,24.3,44.6,44.2,40.1,0
1,27,26.1,44.9,46.7,42.6,2
1,28,26.1,44.9,46.7,42.6,2
1,29,26.1,44.9,46.7,42.6,2
1,27,26.5,45.2,47,42.9,1
1,28,26.5,45.2,47,42.9,1
1,29,26.5,45.2,47,42.9,1
1,27,105,123,118,69.6,1
1,28,105,123,118,69.6,1
1,29,105,123,118,69.6,1
1,27,55.4,74.2,69.2,3.2,9
1,28,55.4,74.2,69.2,3.2,9
1,29,55.4,74.2,69.2,3.2,9
1,27,23.6,42.4,44.2,40.1,1
1,28,23.6,42.4,44.2,40.1,1
1,29,23.6,42.4,44.2,40.1,1
1,29,52.2,71,64.9,5.1,3
1,27,58.4,77.2,72.2,1.8,1
1,28,58.4,77.2,72.2,1.8,1
1,29,58.4,77.2,72.2,1.8,1
1,27,22.3,41.1,42.9,38.8,0
1,28,22.3,41.1,42.9,38.8,0
1,29,22.3,41.1,42.9,38.8,0
1,27,22.2,40.9,42.1,38,0
1,28,22.2,40.9,42.1,38,0
1,29,22.2,40.9,42.1,38,0
1,27,26.1,44.8,46.6,39.5,3
1,28,26.1,44.8,46.6,39.5,3
1,29,26.1,44.8,46.6,39.5,3
1,27,23.4,42.2,43.9,39.8,3
1,28,23.4,42.2,43.9,39.8,3
1,29,23.4,42.2,43.9,39.8,3
1,27,23.4,42.2,43.9,39.8,3
1,28,23.4,42.2,43.9,39.8,3
1,29,23.4,42.2,43.9,39.8,3
1,27,51.9,70.7,65.7,8.7,1
1,28,51.9,70.7,65.7,8.7,1
1,29,51.9,70.7,65.7,8.7,1
1,27,37.7,56.5,51.5,28.2,1
1,28,37.7,56.5,51.5,28.2,1
1,29,37.7,56.5,51.5,28.2,1
1,27,52.6,71.4,66.4,18.6,0
1,28,52.6,71.4,66.4,18.6,0
1,29,52.6,71.4,66.4,18.6,0
1,27,53.2,72,67,6.2,2
1,28,53.2,72,67,6.2,2
1,29,53.2,72,67,6.2,2
1,27,47.6,66.4,61.4,12.1,3
1,28,47.6,66.4,61.4,12.1,3
1,29,47.6,66.4,61.4,12.1,3
1,27,51.4,70.2,65.2,7.8,3
1,28,51.4,70.2,65.2,7.8,3
1,29,51.4,70.2,65.2,7.8,3
1,27,51.6,70.4,65.4,8.9,0
1,28,51.6,70.4,65.4,8.9,0
1,29,51.6,70.4,65.4,8.9,0
1,27,101,120,115,66.3,3
1,28,101,120,115,66.3,3
1,29,101,120,115,66.3,3
1,28,25.4,44.2,45.3,41.2,0
1,29,25.4,44.2,45.3,41.2,0
1,27,23.6,42.4,44.2,40.1,0
1,28,23.6,42.4,44.2,40.1,0
1,29,23.6,42.4,44.2,40.1,0
1,27,22.9,41.7,44.6,40.5,0
1,28,22.9,41.7,44.6,40.5,0
1,29,22.9,41.7,44.6,40.5,0
1,27,23.5,42.3,45,40.9,0
1,29,23.5,42.3,45,40.9,0
1,27,23.5,42.3,44.9,40.8,0
1,28,23.5,42.3,44.9,40.8,0
1,29,23.5,42.3,44.9,40.8,0
1,27,47.2,66,61,15.8,3
1,28,47.2,66,61,15.8,3
1,29,47.2,66,61,15.8,3
1,27,43.4,62.2,57.2,15.4,2
1,28,43.4,62.2,57.2,15.4,2
1,29,43.4,62.2,57.2,15.4,2
1,27,46.8,65.5,60.6,14.9,1
1,28,46.8,65.5,60.6,14.9,1
1,29,46.8,65.5,60.6,14.9,1
1,27,48.7,67.5,62.5,16.2,1
1,28,48.7,67.5,62.5,16.2,1
1,29,48.7,67.5,62.5,16.2,1
1,27,45.2,64,59.1,10.3,3
1,28,45.2,64,59.1,10.3,3
1,29,45.2,64,59.1,10.3,3
1,27,21.9,40.7,44,39.9,0
1,28,21.9,40.7,44,39.9,0
1,29,21.9,40.7,44,39.9,0
1,27,21.9,40.7,41.9,37.9,0
1,28,21.9,40.7,41.9,37.9,0
1,29,21.9,40.7,41.9,37.9,0
1,27,58.6,77.4,72.4,0,3
1,28,58.6,77.4,72.4,0,3
1,29,58.6,77.4,72.4,0,3
1,27,56.4,75.2,70.2,3,2
1,28,56.4,75.2,70.2,3,2
1,29,56.4,75.2,70.2,3,2
1,27,61.8,80.6,75.6,2.5,3
1,28,61.8,80.6,75.6,2.5,3
1,29,61.8,80.6,75.6,2.5,3
1,28,57.8,76.5,71.6,1.3,0
1,29,57.8,76.5,71.6,1.3,0
